Bohumila;Tauchmannova;1
Juraj;Zabojnik;7
Ivan;Zuzula;4
Bela;Bugar;3
Zuzana;Caputova;319
Martin;Dano;10
Stefan;Harabin;84
Eduard;Chmelar;12
Marian;Kotleba;54
Milan;Krajniak;9
Jozsef;Menyhart;0
Frantisek;Miklosko;18
Robert;Mistrik;0
Maros;Sefcovic;114
Robert;Svec;4
Bohumila;Tauchmannova;1
Juraj;Zabojnik;5
Ivan;Zuzula;2
Bela;Bugar;4
Zuzana;Caputova;315
Martin;Dano;0
Stefan;Harabin;80
Eduard;Chmelar;15
Marian;Kotleba;80
Milan;Krajniak;14
Jozsef;Menyhart;1
Frantisek;Miklosko;5
Robert;Mistrik;0
Maros;Sefcovic;133
Robert;Svec;4
Bohumila;Tauchmannova;2
Juraj;Zabojnik;2
Ivan;Zuzula;1
Bela;Bugar;9
Zuzana;Caputova;326
Martin;Dano;4
Stefan;Harabin;72
Eduard;Chmelar;23
Marian;Kotleba;68
Milan;Krajniak;34
Jozsef;Menyhart;0
Frantisek;Miklosko;33
Robert;Mistrik;0
Maros;Sefcovic;108
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;1
Ivan;Zuzula;2
Bela;Bugar;2
Zuzana;Caputova;320
Martin;Dano;4
Stefan;Harabin;125
Eduard;Chmelar;17
Marian;Kotleba;96
Milan;Krajniak;16
Jozsef;Menyhart;1
Frantisek;Miklosko;35
Robert;Mistrik;0
Maros;Sefcovic;108
Robert;Svec;2
Bohumila;Tauchmannova;1
Juraj;Zabojnik;1
Ivan;Zuzula;3
Bela;Bugar;3
Zuzana;Caputova;454
Martin;Dano;3
Stefan;Harabin;126
Eduard;Chmelar;20
Marian;Kotleba;83
Milan;Krajniak;32
Jozsef;Menyhart;0
Frantisek;Miklosko;36
Robert;Mistrik;0
Maros;Sefcovic;119
Robert;Svec;0
Bohumila;Tauchmannova;1
Juraj;Zabojnik;1
Ivan;Zuzula;0
Bela;Bugar;9
Zuzana;Caputova;766
Martin;Dano;10
Stefan;Harabin;126
Eduard;Chmelar;25
Marian;Kotleba;88
Milan;Krajniak;30
Jozsef;Menyhart;0
Frantisek;Miklosko;54
Robert;Mistrik;2
Maros;Sefcovic;144
Robert;Svec;2
Bohumila;Tauchmannova;0
Juraj;Zabojnik;6
Ivan;Zuzula;4
Bela;Bugar;85
Zuzana;Caputova;3748
Martin;Dano;28
Stefan;Harabin;967
Eduard;Chmelar;246
Marian;Kotleba;717
Milan;Krajniak;192
Jozsef;Menyhart;1
Frantisek;Miklosko;237
Robert;Mistrik;14
Maros;Sefcovic;1410
Robert;Svec;18
Bohumila;Tauchmannova;15
Juraj;Zabojnik;29
Ivan;Zuzula;17
Bela;Bugar;11
Zuzana;Caputova;182
Martin;Dano;1
Stefan;Harabin;54
Eduard;Chmelar;7
Marian;Kotleba;51
Milan;Krajniak;28
Jozsef;Menyhart;0
Frantisek;Miklosko;6
Robert;Mistrik;1
Maros;Sefcovic;94
Robert;Svec;0
Bohumila;Tauchmannova;2
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;6
Zuzana;Caputova;731
Martin;Dano;3
Stefan;Harabin;100
Eduard;Chmelar;16
Marian;Kotleba;35
Milan;Krajniak;16
Jozsef;Menyhart;0
Frantisek;Miklosko;82
Robert;Mistrik;0
Maros;Sefcovic;113
Robert;Svec;0
Bohumila;Tauchmannova;1
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;5
Zuzana;Caputova;140
Martin;Dano;2
Stefan;Harabin;56
Eduard;Chmelar;17
Marian;Kotleba;62
Milan;Krajniak;14
Jozsef;Menyhart;0
Frantisek;Miklosko;9
Robert;Mistrik;1
Maros;Sefcovic;85
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;4
Zuzana;Caputova;149
Martin;Dano;3
Stefan;Harabin;37
Eduard;Chmelar;9
Marian;Kotleba;36
Milan;Krajniak;13
Jozsef;Menyhart;1
Frantisek;Miklosko;12
Robert;Mistrik;0
Maros;Sefcovic;45
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;1
Ivan;Zuzula;0
Bela;Bugar;3
Zuzana;Caputova;140
Martin;Dano;1
Stefan;Harabin;61
Eduard;Chmelar;15
Marian;Kotleba;66
Milan;Krajniak;10
Jozsef;Menyhart;0
Frantisek;Miklosko;14
Robert;Mistrik;1
Maros;Sefcovic;79
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;1
Ivan;Zuzula;1
Bela;Bugar;6
Zuzana;Caputova;411
Martin;Dano;1
Stefan;Harabin;109
Eduard;Chmelar;18
Marian;Kotleba;89
Milan;Krajniak;25
Jozsef;Menyhart;0
Frantisek;Miklosko;36
Robert;Mistrik;1
Maros;Sefcovic;160
Robert;Svec;2
Bohumila;Tauchmannova;2
Juraj;Zabojnik;3
Ivan;Zuzula;1
Bela;Bugar;13
Zuzana;Caputova;618
Martin;Dano;5
Stefan;Harabin;178
Eduard;Chmelar;41
Marian;Kotleba;193
Milan;Krajniak;32
Jozsef;Menyhart;1
Frantisek;Miklosko;44
Robert;Mistrik;2
Maros;Sefcovic;206
Robert;Svec;2
Bohumila;Tauchmannova;1
Juraj;Zabojnik;9
Ivan;Zuzula;5
Bela;Bugar;9
Zuzana;Caputova;346
Martin;Dano;2
Stefan;Harabin;81
Eduard;Chmelar;22
Marian;Kotleba;60
Milan;Krajniak;17
Jozsef;Menyhart;0
Frantisek;Miklosko;21
Robert;Mistrik;0
Maros;Sefcovic;156
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;5
Ivan;Zuzula;1
Bela;Bugar;3
Zuzana;Caputova;306
Martin;Dano;2
Stefan;Harabin;80
Eduard;Chmelar;15
Marian;Kotleba;68
Milan;Krajniak;16
Jozsef;Menyhart;0
Frantisek;Miklosko;14
Robert;Mistrik;2
Maros;Sefcovic;168
Robert;Svec;4
Bohumila;Tauchmannova;0
Juraj;Zabojnik;6
Ivan;Zuzula;1
Bela;Bugar;30
Zuzana;Caputova;3412
Martin;Dano;25
Stefan;Harabin;561
Eduard;Chmelar;168
Marian;Kotleba;342
Milan;Krajniak;117
Jozsef;Menyhart;0
Frantisek;Miklosko;269
Robert;Mistrik;9
Maros;Sefcovic;632
Robert;Svec;8
Bohumila;Tauchmannova;5
Juraj;Zabojnik;16
Ivan;Zuzula;10
Bela;Bugar;3
Zuzana;Caputova;102
Martin;Dano;5
Stefan;Harabin;31
Eduard;Chmelar;11
Marian;Kotleba;38
Milan;Krajniak;11
Jozsef;Menyhart;0
Frantisek;Miklosko;7
Robert;Mistrik;0
Maros;Sefcovic;79
Robert;Svec;2
Bohumila;Tauchmannova;0
Juraj;Zabojnik;1
Ivan;Zuzula;2
Bela;Bugar;11
Zuzana;Caputova;603
Martin;Dano;2
Stefan;Harabin;169
Eduard;Chmelar;32
Marian;Kotleba;183
Milan;Krajniak;52
Jozsef;Menyhart;0
Frantisek;Miklosko;39
Robert;Mistrik;1
Maros;Sefcovic;245
Robert;Svec;8
Bohumila;Tauchmannova;2
Juraj;Zabojnik;5
Ivan;Zuzula;4
Bela;Bugar;17
Zuzana;Caputova;438
Martin;Dano;3
Stefan;Harabin;106
Eduard;Chmelar;20
Marian;Kotleba;72
Milan;Krajniak;25
Jozsef;Menyhart;0
Frantisek;Miklosko;20
Robert;Mistrik;4
Maros;Sefcovic;186
Robert;Svec;2
Bohumila;Tauchmannova;0
Juraj;Zabojnik;5
Ivan;Zuzula;1
Bela;Bugar;0
Zuzana;Caputova;21
Martin;Dano;0
Stefan;Harabin;16
Eduard;Chmelar;2
Marian;Kotleba;12
Milan;Krajniak;5
Jozsef;Menyhart;0
Frantisek;Miklosko;0
Robert;Mistrik;0
Maros;Sefcovic;9
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;0
Bela;Bugar;9
Zuzana;Caputova;229
Martin;Dano;0
Stefan;Harabin;81
Eduard;Chmelar;13
Marian;Kotleba;73
Milan;Krajniak;15
Jozsef;Menyhart;0
Frantisek;Miklosko;14
Robert;Mistrik;0
Maros;Sefcovic;113
Robert;Svec;2
Bohumila;Tauchmannova;0
Juraj;Zabojnik;6
Ivan;Zuzula;1
Bela;Bugar;12
Zuzana;Caputova;363
Martin;Dano;7
Stefan;Harabin;156
Eduard;Chmelar;26
Marian;Kotleba;128
Milan;Krajniak;37
Jozsef;Menyhart;0
Frantisek;Miklosko;29
Robert;Mistrik;2
Maros;Sefcovic;217
Robert;Svec;1
Bohumila;Tauchmannova;2
Juraj;Zabojnik;3
Ivan;Zuzula;3
Bela;Bugar;20
Zuzana;Caputova;745
Martin;Dano;6
Stefan;Harabin;132
Eduard;Chmelar;28
Marian;Kotleba;108
Milan;Krajniak;38
Jozsef;Menyhart;0
Frantisek;Miklosko;58
Robert;Mistrik;3
Maros;Sefcovic;261
Robert;Svec;5
Bohumila;Tauchmannova;3
Juraj;Zabojnik;1
Ivan;Zuzula;5
Bela;Bugar;7
Zuzana;Caputova;416
Martin;Dano;4
Stefan;Harabin;96
Eduard;Chmelar;13
Marian;Kotleba;87
Milan;Krajniak;14
Jozsef;Menyhart;0
Frantisek;Miklosko;83
Robert;Mistrik;0
Maros;Sefcovic;138
Robert;Svec;2
Bohumila;Tauchmannova;0
Juraj;Zabojnik;3
Ivan;Zuzula;1
Bela;Bugar;9
Zuzana;Caputova;482
Martin;Dano;2
Stefan;Harabin;138
Eduard;Chmelar;41
Marian;Kotleba;119
Milan;Krajniak;21
Jozsef;Menyhart;0
Frantisek;Miklosko;78
Robert;Mistrik;2
Maros;Sefcovic;161
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;1
Ivan;Zuzula;2
Bela;Bugar;2
Zuzana;Caputova;518
Martin;Dano;8
Stefan;Harabin;154
Eduard;Chmelar;42
Marian;Kotleba;96
Milan;Krajniak;40
Jozsef;Menyhart;0
Frantisek;Miklosko;70
Robert;Mistrik;3
Maros;Sefcovic;166
Robert;Svec;5
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;2
Bela;Bugar;5
Zuzana;Caputova;298
Martin;Dano;1
Stefan;Harabin;82
Eduard;Chmelar;6
Marian;Kotleba;83
Milan;Krajniak;14
Jozsef;Menyhart;0
Frantisek;Miklosko;32
Robert;Mistrik;0
Maros;Sefcovic;92
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;4
Ivan;Zuzula;0
Bela;Bugar;1
Zuzana;Caputova;246
Martin;Dano;3
Stefan;Harabin;79
Eduard;Chmelar;25
Marian;Kotleba;62
Milan;Krajniak;14
Jozsef;Menyhart;0
Frantisek;Miklosko;34
Robert;Mistrik;2
Maros;Sefcovic;117
Robert;Svec;2
Bohumila;Tauchmannova;3
Juraj;Zabojnik;2
Ivan;Zuzula;1
Bela;Bugar;4
Zuzana;Caputova;190
Martin;Dano;1
Stefan;Harabin;79
Eduard;Chmelar;23
Marian;Kotleba;56
Milan;Krajniak;13
Jozsef;Menyhart;0
Frantisek;Miklosko;29
Robert;Mistrik;2
Maros;Sefcovic;53
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;0
Ivan;Zuzula;4
Bela;Bugar;6
Zuzana;Caputova;750
Martin;Dano;1
Stefan;Harabin;78
Eduard;Chmelar;35
Marian;Kotleba;50
Milan;Krajniak;3
Jozsef;Menyhart;0
Frantisek;Miklosko;51
Robert;Mistrik;3
Maros;Sefcovic;149
Robert;Svec;7
Bohumila;Tauchmannova;2
Juraj;Zabojnik;5
Ivan;Zuzula;0
Bela;Bugar;30
Zuzana;Caputova;2784
Martin;Dano;21
Stefan;Harabin;499
Eduard;Chmelar;187
Marian;Kotleba;264
Milan;Krajniak;72
Jozsef;Menyhart;1
Frantisek;Miklosko;134
Robert;Mistrik;3
Maros;Sefcovic;681
Robert;Svec;7
Bohumila;Tauchmannova;8
Juraj;Zabojnik;1
Ivan;Zuzula;3
Bela;Bugar;51
Zuzana;Caputova;7918
Martin;Dano;18
Stefan;Harabin;1274
Eduard;Chmelar;425
Marian;Kotleba;577
Milan;Krajniak;193
Jozsef;Menyhart;1
Frantisek;Miklosko;516
Robert;Mistrik;6
Maros;Sefcovic;1419
Robert;Svec;19
Bohumila;Tauchmannova;14
Juraj;Zabojnik;18
Ivan;Zuzula;22
Bela;Bugar;0
Zuzana;Caputova;84
Martin;Dano;0
Stefan;Harabin;18
Eduard;Chmelar;4
Marian;Kotleba;15
Milan;Krajniak;14
Jozsef;Menyhart;0
Frantisek;Miklosko;4
Robert;Mistrik;0
Maros;Sefcovic;39
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;16
Zuzana;Caputova;1203
Martin;Dano;9
Stefan;Harabin;219
Eduard;Chmelar;65
Marian;Kotleba;149
Milan;Krajniak;35
Jozsef;Menyhart;0
Frantisek;Miklosko;53
Robert;Mistrik;3
Maros;Sefcovic;328
Robert;Svec;7
Bohumila;Tauchmannova;1
Juraj;Zabojnik;1
Ivan;Zuzula;4
Bela;Bugar;19
Zuzana;Caputova;1626
Martin;Dano;8
Stefan;Harabin;322
Eduard;Chmelar;87
Marian;Kotleba;154
Milan;Krajniak;45
Jozsef;Menyhart;0
Frantisek;Miklosko;153
Robert;Mistrik;4
Maros;Sefcovic;338
Robert;Svec;10
Bohumila;Tauchmannova;7
Juraj;Zabojnik;6
Ivan;Zuzula;0
Bela;Bugar;16
Zuzana;Caputova;1148
Martin;Dano;14
Stefan;Harabin;395
Eduard;Chmelar;78
Marian;Kotleba;208
Milan;Krajniak;46
Jozsef;Menyhart;0
Frantisek;Miklosko;109
Robert;Mistrik;3
Maros;Sefcovic;494
Robert;Svec;6
Bohumila;Tauchmannova;4
Juraj;Zabojnik;5
Ivan;Zuzula;4
Bela;Bugar;1
Zuzana;Caputova;88
Martin;Dano;3
Stefan;Harabin;19
Eduard;Chmelar;6
Marian;Kotleba;18
Milan;Krajniak;2
Jozsef;Menyhart;0
Frantisek;Miklosko;8
Robert;Mistrik;1
Maros;Sefcovic;30
Robert;Svec;1
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;7
Zuzana;Caputova;825
Martin;Dano;6
Stefan;Harabin;153
Eduard;Chmelar;41
Marian;Kotleba;80
Milan;Krajniak;19
Jozsef;Menyhart;0
Frantisek;Miklosko;53
Robert;Mistrik;1
Maros;Sefcovic;173
Robert;Svec;3
Bohumila;Tauchmannova;3
Juraj;Zabojnik;1
Ivan;Zuzula;4
Bela;Bugar;3
Zuzana;Caputova;456
Martin;Dano;3
Stefan;Harabin;120
Eduard;Chmelar;20
Marian;Kotleba;48
Milan;Krajniak;9
Jozsef;Menyhart;0
Frantisek;Miklosko;18
Robert;Mistrik;2
Maros;Sefcovic;74
Robert;Svec;5
Bohumila;Tauchmannova;3
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;1
Zuzana;Caputova;269
Martin;Dano;2
Stefan;Harabin;96
Eduard;Chmelar;18
Marian;Kotleba;46
Milan;Krajniak;9
Jozsef;Menyhart;0
Frantisek;Miklosko;31
Robert;Mistrik;3
Maros;Sefcovic;137
Robert;Svec;1
Bohumila;Tauchmannova;0
Juraj;Zabojnik;4
Ivan;Zuzula;1
Bela;Bugar;42
Zuzana;Caputova;2120
Martin;Dano;18
Stefan;Harabin;419
Eduard;Chmelar;99
Marian;Kotleba;211
Milan;Krajniak;103
Jozsef;Menyhart;1
Frantisek;Miklosko;235
Robert;Mistrik;4
Maros;Sefcovic;480
Robert;Svec;7
Bohumila;Tauchmannova;2
Juraj;Zabojnik;9
Ivan;Zuzula;4
Bela;Bugar;7
Zuzana;Caputova;368
Martin;Dano;0
Stefan;Harabin;94
Eduard;Chmelar;33
Marian;Kotleba;50
Milan;Krajniak;16
Jozsef;Menyhart;1
Frantisek;Miklosko;67
Robert;Mistrik;0
Maros;Sefcovic;180
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;2
Ivan;Zuzula;0
Bela;Bugar;28
Zuzana;Caputova;151
Martin;Dano;2
Stefan;Harabin;24
Eduard;Chmelar;6
Marian;Kotleba;10
Milan;Krajniak;0
Jozsef;Menyhart;0
Frantisek;Miklosko;10
Robert;Mistrik;0
Maros;Sefcovic;13
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;0
Bela;Bugar;6
Zuzana;Caputova;263
Martin;Dano;6
Stefan;Harabin;67
Eduard;Chmelar;19
Marian;Kotleba;62
Milan;Krajniak;12
Jozsef;Menyhart;1
Frantisek;Miklosko;32
Robert;Mistrik;5
Maros;Sefcovic;140
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;56
Zuzana;Caputova;1879
Martin;Dano;9
Stefan;Harabin;422
Eduard;Chmelar;80
Marian;Kotleba;142
Milan;Krajniak;50
Jozsef;Menyhart;0
Frantisek;Miklosko;195
Robert;Mistrik;2
Maros;Sefcovic;369
Robert;Svec;4
Bohumila;Tauchmannova;8
Juraj;Zabojnik;7
Ivan;Zuzula;4
Bela;Bugar;41
Zuzana;Caputova;669
Martin;Dano;5
Stefan;Harabin;100
Eduard;Chmelar;28
Marian;Kotleba;52
Milan;Krajniak;32
Jozsef;Menyhart;1
Frantisek;Miklosko;43
Robert;Mistrik;2
Maros;Sefcovic;79
Robert;Svec;3
Bohumila;Tauchmannova;5
Juraj;Zabojnik;1
Ivan;Zuzula;1
Bela;Bugar;9
Zuzana;Caputova;343
Martin;Dano;2
Stefan;Harabin;52
Eduard;Chmelar;6
Marian;Kotleba;27
Milan;Krajniak;12
Jozsef;Menyhart;0
Frantisek;Miklosko;14
Robert;Mistrik;0
Maros;Sefcovic;60
Robert;Svec;0
Bohumila;Tauchmannova;4
Juraj;Zabojnik;1
Ivan;Zuzula;1
Bela;Bugar;65
Zuzana;Caputova;236
Martin;Dano;2
Stefan;Harabin;38
Eduard;Chmelar;13
Marian;Kotleba;13
Milan;Krajniak;15
Jozsef;Menyhart;0
Frantisek;Miklosko;25
Robert;Mistrik;0
Maros;Sefcovic;24
Robert;Svec;1
Bohumila;Tauchmannova;1
Juraj;Zabojnik;2
Ivan;Zuzula;1
Bela;Bugar;6
Zuzana;Caputova;96
Martin;Dano;1
Stefan;Harabin;16
Eduard;Chmelar;4
Marian;Kotleba;16
Milan;Krajniak;5
Jozsef;Menyhart;1
Frantisek;Miklosko;6
Robert;Mistrik;1
Maros;Sefcovic;48
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;0
Bela;Bugar;9
Zuzana;Caputova;2025
Martin;Dano;13
Stefan;Harabin;235
Eduard;Chmelar;69
Marian;Kotleba;140
Milan;Krajniak;50
Jozsef;Menyhart;1
Frantisek;Miklosko;126
Robert;Mistrik;4
Maros;Sefcovic;334
Robert;Svec;4
Bohumila;Tauchmannova;3
Juraj;Zabojnik;6
Ivan;Zuzula;4
Bela;Bugar;6
Zuzana;Caputova;116
Martin;Dano;1
Stefan;Harabin;30
Eduard;Chmelar;10
Marian;Kotleba;21
Milan;Krajniak;3
Jozsef;Menyhart;0
Frantisek;Miklosko;54
Robert;Mistrik;0
Maros;Sefcovic;23
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;0
Ivan;Zuzula;1
Bela;Bugar;25
Zuzana;Caputova;1870
Martin;Dano;17
Stefan;Harabin;404
Eduard;Chmelar;95
Marian;Kotleba;179
Milan;Krajniak;76
Jozsef;Menyhart;0
Frantisek;Miklosko;230
Robert;Mistrik;1
Maros;Sefcovic;469
Robert;Svec;5
Bohumila;Tauchmannova;10
Juraj;Zabojnik;6
Ivan;Zuzula;4
Bela;Bugar;27
Zuzana;Caputova;412
Martin;Dano;3
Stefan;Harabin;56
Eduard;Chmelar;14
Marian;Kotleba;48
Milan;Krajniak;22
Jozsef;Menyhart;0
Frantisek;Miklosko;18
Robert;Mistrik;1
Maros;Sefcovic;85
Robert;Svec;0
Bohumila;Tauchmannova;0
Juraj;Zabojnik;1
Ivan;Zuzula;4
Bela;Bugar;0
Zuzana;Caputova;158
Martin;Dano;4
Stefan;Harabin;50
Eduard;Chmelar;12
Marian;Kotleba;34
Milan;Krajniak;8
Jozsef;Menyhart;0
Frantisek;Miklosko;52
Robert;Mistrik;1
Maros;Sefcovic;72
Robert;Svec;0
